VERIS Threat Action,MITRE ATTACK Technique,NIST 800-53 Control
action.hacking.vector.backdoor_or_c2,T1104,SC-7
action.hacking.vector.backdoor_or_c2,T1090,SC-8
action.hacking.vector.backdoor_or_c2,T1071,SC-10
action.hacking.vector.backdoor_or_c2,T1573,SC-12
action.hacking.vector.backdoor_or_c2,T1573,SC-16
action.hacking.vector.backdoor_or_c2,T1568,SC-20
action.hacking.vector.backdoor_or_c2,T1568,SC-21
action.hacking.vector.backdoor_or_c2,T1568,SC-22
action.hacking.vector.backdoor_or_c2,T1573,SC-23
action.hacking.vector.backdoor_or_c2,T1078,SC-28
action.hacking.vector.backdoor_or_c2,T1071,SC-31
action.hacking.vector.backdoor_or_c2,T1542,SC-34
action.hacking.vector.backdoor_or_c2,T1071,SC-37
action.hacking.vector.backdoor_or_c2,T1133,SC-46
action.hacking.vector.backdoor_or_c2,T1574,SI-2
action.hacking.vector.backdoor_or_c2,T1104,SI-3
action.hacking.vector.backdoor_or_c2,T1104,SI-4
action.hacking.vector.backdoor_or_c2,T1554,SI-7
action.hacking.vector.backdoor_or_c2,T1197,SI-10
action.hacking.vector.backdoor_or_c2,T1197,SI-15
action.hacking.vector.backdoor_or_c2,T1543,SI-16
action.hacking.vector.backdoor_or_c2,T1554,SR-4
action.hacking.vector.backdoor_or_c2,T1554,SR-5
action.hacking.vector.backdoor_or_c2,T1554,SR-6
action.hacking.vector.command_shell,T1021.006,AC-2
action.hacking.vector.command_shell,T1021.006,AC-3
action.hacking.vector.command_shell,T1021.006,AC-4
action.hacking.vector.command_shell,T1021.006,AC-5
action.hacking.vector.command_shell,T1021.006,AC-6
action.hacking.vector.command_shell,T1021.004,AC-7
action.hacking.vector.command_shell,T1021.006,AC-17
action.hacking.vector.command_shell,T1021.004,AC-20
action.hacking.vector.command_shell,T1021.002,CA-7
action.hacking.vector.command_shell,T1059,CA-8
action.hacking.vector.command_shell,T1021.006,CM-2
action.hacking.vector.command_shell,T1059.006,CM-3
action.hacking.vector.command_shell,T1021.006,CM-5
action.hacking.vector.command_shell,T1021.006,CM-6
action.hacking.vector.command_shell,T1021.006,CM-7
action.hacking.vector.command_shell,T1021.006,CM-8
action.hacking.vector.command_shell,T1021.006,IA-2
action.hacking.vector.command_shell,T1021.004,IA-5
action.hacking.vector.command_shell,T1059.008,IA-8
action.hacking.vector.command_shell,T1059.002,IA-9
action.hacking.vector.command_shell,T1021.006,RA-5
action.hacking.vector.command_shell,T1059.002,SR-11
action.hacking.vector.command_shell,T1021.003,SC-3
action.hacking.vector.command_shell,T1021.006,SC-7
action.hacking.vector.command_shell,T1059.005,SC-18
action.hacking.vector.command_shell,T1021.006,SC-46
action.hacking.vector.command_shell,T1059.005,SI-2
action.hacking.vector.command_shell,T1059.005,SI-3
action.hacking.vector.command_shell,T1021.006,SI-4
action.hacking.vector.command_shell,T1059.005,SI-7
action.hacking.vector.command_shell,T1021.002,SI-10
action.hacking.vector.command_shell,T1021.002,SI-15
action.hacking.vector.command_shell,T1059.002,SR-4
action.hacking.vector.command_shell,T1059.002,SR-5
action.hacking.vector.command_shell,T1059.002,SR-6
action.hacking.vector.desktop_sharing_software,T1021.005,AC-2
action.hacking.vector.desktop_sharing_software,T1219,AC-3
action.hacking.vector.desktop_sharing_software,T1219,AC-4
action.hacking.vector.desktop_sharing_software,T1021.001,AC-5
action.hacking.vector.desktop_sharing_software,T1133,AC-6
action.hacking.vector.desktop_sharing_software,T1133,AC-7
action.hacking.vector.desktop_sharing_software,T1021.001,AC-11
action.hacking.vector.desktop_sharing_software,T1021.001,AC-12
action.hacking.vector.desktop_sharing_software,T1219,AC-17
action.hacking.vector.desktop_sharing_software,T1133,AC-20
action.hacking.vector.desktop_sharing_software,T1133,AC-23
action.hacking.vector.desktop_sharing_software,T1219,CA-7
action.hacking.vector.desktop_sharing_software,T1021.005,CA-8
action.hacking.vector.desktop_sharing_software,T1219,CM-2
action.hacking.vector.desktop_sharing_software,T1021.005,CM-3
action.hacking.vector.desktop_sharing_software,T1021.005,CM-5
action.hacking.vector.desktop_sharing_software,T1219,CM-6
action.hacking.vector.desktop_sharing_software,T1219,CM-7
action.hacking.vector.desktop_sharing_software,T1133,CM-8
action.hacking.vector.desktop_sharing_software,T1133,IA-2
action.hacking.vector.desktop_sharing_software,T1021.005,IA-4
action.hacking.vector.desktop_sharing_software,T1133,IA-5
action.hacking.vector.desktop_sharing_software,T1021.005,IA-6
action.hacking.vector.desktop_sharing_software,T1133,RA-5
action.hacking.vector.desktop_sharing_software,T1219,SC-7
action.hacking.vector.desktop_sharing_software,T1133,SC-46
action.hacking.vector.desktop_sharing_software,T1219,SI-3
action.hacking.vector.desktop_sharing_software,T1219,SI-4
action.hacking.vector.desktop_sharing_software,T1219,SI-7
action.hacking.vector.desktop_sharing_software,T1219,SI-10
action.hacking.vector.desktop_sharing_software,T1219,SI-15
action.hacking.vector.hypervisor,T1578,AC-2
action.hacking.vector.hypervisor,T1578,AC-3
action.hacking.vector.hypervisor,T1578,AC-5
action.hacking.vector.hypervisor,T1578,AC-6
action.hacking.vector.hypervisor,T1578,CA-8
action.hacking.vector.hypervisor,T1578,CM-5
action.hacking.vector.hypervisor,T1578,IA-2
action.hacking.vector.hypervisor,T1578,IA-4
action.hacking.vector.hypervisor,T1578,IA-6
action.hacking.vector.hypervisor,T1578,RA-5
action.hacking.vector.hypervisor,T1578,SI-4
action.hacking.vector.inter-tenant,T1578,AC-2
action.hacking.vector.inter-tenant,T1578,AC-3
action.hacking.vector.inter-tenant,T1578,AC-5
action.hacking.vector.inter-tenant,T1578,AC-6
action.hacking.vector.inter-tenant,T1578,CA-8
action.hacking.vector.inter-tenant,T1578,CM-5
action.hacking.vector.inter-tenant,T1578,IA-2
action.hacking.vector.inter-tenant,T1578,IA-4
action.hacking.vector.inter-tenant,T1578,IA-6
action.hacking.vector.inter-tenant,T1578,RA-5
action.hacking.vector.inter-tenant,T1578,SI-4
action.hacking.vector.partner,T1199,AC-3
action.hacking.vector.partner,T1199,AC-4
action.hacking.vector.partner,T1199,AC-6
action.hacking.vector.partner,T1199,AC-8
action.hacking.vector.partner,T1195.002,CA-2
action.hacking.vector.partner,T1195.002,CA-7
action.hacking.vector.partner,T1195.003,CA-8
action.hacking.vector.partner,T1195.003,CM-3
action.hacking.vector.partner,T1195.003,CM-5
action.hacking.vector.partner,T1199,CM-6
action.hacking.vector.partner,T1199,CM-7
action.hacking.vector.partner,T1195.003,CM-8
action.hacking.vector.partner,T1195.003,IA-7
action.hacking.vector.partner,T1195.002,RA-5
action.hacking.vector.partner,T1195.002,RA-10
action.hacking.vector.partner,T1195.003,SA-10
action.hacking.vector.partner,T1195.003,SA-11
action.hacking.vector.partner,T1195.002,SA-22
action.hacking.vector.partner,T1199,SC-7
action.hacking.vector.partner,T1195.003,SC-34
action.hacking.vector.partner,T1199,SC-46
action.hacking.vector.partner,T1195.003,SI-2
action.hacking.vector.partner,T1195.003,SI-7
action.hacking.vector.physical_access,T1200,AC-3
action.hacking.vector.physical_access,T1200,AC-6
action.hacking.vector.physical_access,T1200,AC-20
action.hacking.vector.physical_access,T1200,MP-7
action.hacking.vector.physical_access,T1200,SC-41
action.malware.variety.adminware,T1072,AC-2
action.malware.variety.adminware,T1219,AC-3
action.malware.variety.adminware,T1219,AC-4
action.malware.variety.adminware,T1072,AC-5
action.malware.variety.adminware,T1072,AC-6
action.malware.variety.adminware,T1072,AC-12
action.malware.variety.adminware,T1219,AC-17
action.malware.variety.adminware,T1072,AC-20
action.malware.variety.adminware,T1219,CA-7
action.malware.variety.adminware,T1554,CA-8
action.malware.variety.adminware,T1219,CM-2
action.malware.variety.adminware,T1072,CM-5
action.malware.variety.adminware,T1219,CM-6
action.malware.variety.adminware,T1219,CM-7
action.malware.variety.adminware,T1072,CM-8
action.malware.variety.adminware,T1072,IA-2
action.malware.variety.adminware,T1072,IA-5
action.malware.variety.adminware,T1554,IA-9
action.malware.variety.adminware,T1554,SR-11
action.malware.variety.adminware,T1219,SC-7
action.malware.variety.adminware,T1072,SC-12
action.malware.variety.adminware,T1072,SC-17
action.malware.variety.adminware,T1072,SC-46
action.malware.variety.adminware,T1072,SI-2
action.malware.variety.adminware,T1219,SI-3
action.malware.variety.adminware,T1219,SI-4
action.malware.variety.adminware,T1219,SI-7
action.malware.variety.adminware,T1219,SI-10
action.malware.variety.adminware,T1219,SI-15
action.malware.variety.adminware,T1072,SI-23
action.malware.variety.adminware,T1554,SR-4
action.malware.variety.adminware,T1554,SR-5
action.malware.variety.adminware,T1554,SR-6
action.malware.variety.adware,T1199,AC-3
action.malware.variety.adware,T1199,AC-4
action.malware.variety.adware,T1199,AC-6
action.malware.variety.adware,T1199,AC-8
action.malware.variety.adware,T1199,CM-6
action.malware.variety.adware,T1199,CM-7
action.malware.variety.adware,T1199,SC-7
action.malware.variety.adware,T1199,SC-46
action.malware.variety.backdoor,T1098,AC-2
action.malware.variety.backdoor,T1098,AC-3
action.malware.variety.backdoor,T1098,AC-4
action.malware.variety.backdoor,T1098,AC-5
action.malware.variety.backdoor,T1098,AC-6
action.malware.variety.backdoor,T1133,AC-7
action.malware.variety.backdoor,T1037,AC-17
action.malware.variety.backdoor,T1133,AC-20
action.malware.variety.backdoor,T1133,AC-23
action.malware.variety.backdoor,T1037,CA-7
action.malware.variety.backdoor,T1505.001,CA-8
action.malware.variety.backdoor,T1037,CM-2
action.malware.variety.backdoor,T1543,CM-3
action.malware.variety.backdoor,T1098,CM-5
action.malware.variety.backdoor,T1098,CM-6
action.malware.variety.backdoor,T1098,CM-7
action.malware.variety.backdoor,T1505.001,CM-8
action.malware.variety.backdoor,T1098,IA-2
action.malware.variety.backdoor,T1543,IA-4
action.malware.variety.backdoor,T1133,IA-5
action.malware.variety.backdoor,T1505.001,IA-9
action.malware.variety.backdoor,T1505.001,RA-5
action.malware.variety.backdoor,T1505.001,SA-10
action.malware.variety.backdoor,T1505.001,SA-11
action.malware.variety.backdoor,T1505.001,SR-11
action.malware.variety.backdoor,T1543,SA-22
action.malware.variety.backdoor,T1098,SC-7
action.malware.variety.backdoor,T1098,SC-46
action.malware.variety.backdoor,T1525,SI-2
action.malware.variety.backdoor,T1037,SI-3
action.malware.variety.backdoor,T1098,SI-4
action.malware.variety.backdoor,T1037,SI-7
action.malware.variety.backdoor,T1574,SI-10
action.malware.variety.backdoor,T1205.001,SI-15
action.malware.variety.backdoor,T1543,SI-16
action.malware.variety.backdoor,T1505.001,SR-4
action.malware.variety.backdoor,T1505.001,SR-5
action.malware.variety.backdoor,T1505.001,SR-6
action.malware.variety.brute_force,T1110.004,AC-2
action.malware.variety.brute_force,T1110.004,AC-3
action.malware.variety.brute_force,T1110.004,AC-5
action.malware.variety.brute_force,T1110.004,AC-6
action.malware.variety.brute_force,T1110.004,AC-7
action.malware.variety.brute_force,T1110.004,AC-20
action.malware.variety.brute_force,T1110.004,CA-7
action.malware.variety.brute_force,T1110.004,CM-2
action.malware.variety.brute_force,T1110.004,CM-6
action.malware.variety.brute_force,T1110.004,IA-2
action.malware.variety.brute_force,T1110.004,IA-4
action.malware.variety.brute_force,T1110.004,IA-5
action.malware.variety.brute_force,T1110.004,IA-11
action.malware.variety.brute_force,T1110.004,SI-4
action.malware.variety.c2,T1205.001,AC-3
action.malware.variety.c2,T1008,AC-4
action.malware.variety.c2,T1008,CA-7
action.malware.variety.c2,T1008,CM-2
action.malware.variety.c2,T1008,CM-6
action.malware.variety.c2,T1008,CM-7
action.malware.variety.c2,T1008,SC-7
action.malware.variety.c2,T1090.004,SC-8
action.malware.variety.c2,T1071,SC-10
action.malware.variety.c2,T1573.002,SC-12
action.malware.variety.c2,T1573.002,SC-16
action.malware.variety.c2,T1071,SC-20
action.malware.variety.c2,T1071,SC-21
action.malware.variety.c2,T1071,SC-22
action.malware.variety.c2,T1071,SC-23
action.malware.variety.c2,T1071,SC-31
action.malware.variety.c2,T1071,SC-37
action.malware.variety.c2,T1008,SI-3
action.malware.variety.c2,T1008,SI-4
action.malware.variety.c2,T1090.003,SI-10
action.malware.variety.c2,T1205.001,SI-15
action.malware.variety.capture_app_data,T1528,AC-2
action.malware.variety.capture_app_data,T1528,AC-3
action.malware.variety.capture_app_data,T1528,AC-4
action.malware.variety.capture_app_data,T1528,AC-5
action.malware.variety.capture_app_data,T1528,AC-6
action.malware.variety.capture_app_data,T1528,AC-10
action.malware.variety.capture_app_data,T1114.002,AC-16
action.malware.variety.capture_app_data,T1114.002,AC-17
action.malware.variety.capture_app_data,T1114.002,AC-19
action.malware.variety.capture_app_data,T1539,AC-20
action.malware.variety.capture_app_data,T1528,CA-7
action.malware.variety.capture_app_data,T1528,CA-8
action.malware.variety.capture_app_data,T1528,CM-2
action.malware.variety.capture_app_data,T1176,CM-3
action.malware.variety.capture_app_data,T1528,CM-5
action.malware.variety.capture_app_data,T1528,CM-6
action.malware.variety.capture_app_data,T1176,CM-7
action.malware.variety.capture_app_data,T1528,IA-2
action.malware.variety.capture_app_data,T1528,IA-4
action.malware.variety.capture_app_data,T1528,IA-5
action.malware.variety.capture_app_data,T1528,IA-8
action.malware.variety.capture_app_data,T1528,RA-5
action.malware.variety.capture_app_data,T1528,SA-11
action.malware.variety.capture_app_data,T1528,SA-15
action.malware.variety.capture_app_data,T1176,SC-7
action.malware.variety.capture_app_data,T1539,SI-3
action.malware.variety.capture_app_data,T1528,SI-4
action.malware.variety.capture_app_data,T1176,SI-7
action.malware.variety.capture_app_data,T1176,SI-10
action.malware.variety.capture_app_data,T1114.002,SI-12
action.malware.variety.capture_stored_data,T1530,AC-2
action.malware.variety.capture_stored_data,T1530,AC-3
action.malware.variety.capture_stored_data,T1530,AC-4
action.malware.variety.capture_stored_data,T1530,AC-5
action.malware.variety.capture_stored_data,T1530,AC-6
action.malware.variety.capture_stored_data,T1530,AC-7
action.malware.variety.capture_stored_data,T1530,AC-16
action.malware.variety.capture_stored_data,T1530,AC-17
action.malware.variety.capture_stored_data,T1530,AC-18
action.malware.variety.capture_stored_data,T1530,AC-19
action.malware.variety.capture_stored_data,T1530,AC-20
action.malware.variety.capture_stored_data,T1213.002,AC-21
action.malware.variety.capture_stored_data,T1213.002,AC-23
action.malware.variety.capture_stored_data,T1530,CA-7
action.malware.variety.capture_stored_data,T1530,CA-8
action.malware.variety.capture_stored_data,T1530,CM-2
action.malware.variety.capture_stored_data,T1213.002,CM-3
action.malware.variety.capture_stored_data,T1530,CM-5
action.malware.variety.capture_stored_data,T1530,CM-6
action.malware.variety.capture_stored_data,T1530,CM-7
action.malware.variety.capture_stored_data,T1530,CM-8
action.malware.variety.capture_stored_data,T1119,CP-6
action.malware.variety.capture_stored_data,T1119,CP-7
action.malware.variety.capture_stored_data,T1119,CP-9
action.malware.variety.capture_stored_data,T1530,IA-2
action.malware.variety.capture_stored_data,T1530,IA-3
action.malware.variety.capture_stored_data,T1530,IA-4
action.malware.variety.capture_stored_data,T1530,IA-5
action.malware.variety.capture_stored_data,T1530,IA-6
action.malware.variety.capture_stored_data,T1530,IA-8
action.malware.variety.capture_stored_data,T1530,RA-5
action.malware.variety.capture_stored_data,T1602,SC-3
action.malware.variety.capture_stored_data,T1530,SC-4
action.malware.variety.capture_stored_data,T1530,SC-7
action.malware.variety.capture_stored_data,T1602,SC-8
action.malware.variety.capture_stored_data,T1530,SC-28
action.malware.variety.capture_stored_data,T1119,SC-36
action.malware.variety.capture_stored_data,T1003.008,SC-39
action.malware.variety.capture_stored_data,T1003.008,SI-3
action.malware.variety.capture_stored_data,T1530,SI-4
action.malware.variety.capture_stored_data,T1530,SI-7
action.malware.variety.capture_stored_data,T1530,SI-10
action.malware.variety.capture_stored_data,T1530,SI-12
action.malware.variety.capture_stored_data,T1530,SI-15
action.malware.variety.capture_stored_data,T1119,SI-23
action.malware.variety.client-side_attack,T1548.003,AC-2
action.malware.variety.client-side_attack,T1548.003,AC-3
action.malware.variety.client-side_attack,T1203,AC-4
action.malware.variety.client-side_attack,T1548.003,AC-5
action.malware.variety.client-side_attack,T1548.003,AC-6
action.malware.variety.client-side_attack,T1548.003,AC-16
action.malware.variety.client-side_attack,T1221,CA-7
action.malware.variety.client-side_attack,T1221,CM-2
action.malware.variety.client-side_attack,T1548.003,CM-5
action.malware.variety.client-side_attack,T1221,CM-6
action.malware.variety.client-side_attack,T1221,CM-7
action.malware.variety.client-side_attack,T1221,CM-8
action.malware.variety.client-side_attack,T1548.003,IA-2
action.malware.variety.client-side_attack,T1221,RA-5
action.malware.variety.client-side_attack,T1203,SC-2
action.malware.variety.client-side_attack,T1203,SC-3
action.malware.variety.client-side_attack,T1221,SC-7
action.malware.variety.client-side_attack,T1203,SC-18
action.malware.variety.client-side_attack,T1203,SC-29
action.malware.variety.client-side_attack,T1203,SC-30
action.malware.variety.client-side_attack,T1203,SC-39
action.malware.variety.client-side_attack,T1221,SC-44
action.malware.variety.client-side_attack,T1221,SI-2
action.malware.variety.client-side_attack,T1221,SI-3
action.malware.variety.client-side_attack,T1221,SI-4
action.malware.variety.client-side_attack,T1221,SI-7
action.malware.variety.client-side_attack,T1221,SI-8
action.malware.variety.client-side_attack,T1221,SI-10
action.malware.variety.destroy_data,T1070,AC-2
action.malware.variety.destroy_data,T1561.002,AC-3
action.malware.variety.destroy_data,T1070,AC-5
action.malware.variety.destroy_data,T1561.002,AC-6
action.malware.variety.destroy_data,T1070,AC-16
action.malware.variety.destroy_data,T1070,AC-17
action.malware.variety.destroy_data,T1070,AC-18
action.malware.variety.destroy_data,T1070,AC-19
action.malware.variety.destroy_data,T1070,CA-7
action.malware.variety.destroy_data,T1495,CA-8
action.malware.variety.destroy_data,T1561.002,CM-2
action.malware.variety.destroy_data,T1495,CM-3
action.malware.variety.destroy_data,T1495,CM-5
action.malware.variety.destroy_data,T1070,CM-6
action.malware.variety.destroy_data,T1495,CM-8
action.malware.variety.destroy_data,T1561.002,CP-2
action.malware.variety.destroy_data,T1070,CP-6
action.malware.variety.destroy_data,T1561.002,CP-7
action.malware.variety.destroy_data,T1561.002,CP-9
action.malware.variety.destroy_data,T1561.002,CP-10
action.malware.variety.destroy_data,T1495,IA-2
action.malware.variety.destroy_data,T1495,IA-7
action.malware.variety.destroy_data,T1495,SA-10
action.malware.variety.destroy_data,T1495,SA-11
action.malware.variety.destroy_data,T1070,SC-4
action.malware.variety.destroy_data,T1070,SC-36
action.malware.variety.destroy_data,T1495,SI-2
action.malware.variety.destroy_data,T1561.002,SI-3
action.malware.variety.destroy_data,T1561.002,SI-4
action.malware.variety.destroy_data,T1561.002,SI-7
action.malware.variety.destroy_data,T1070,SI-12
action.malware.variety.destroy_data,T1070,SI-23
action.malware.variety.in-memory,T1003.007,AC-2
action.malware.variety.in-memory,T1003.007,AC-3
action.malware.variety.in-memory,T1003.007,AC-5
action.malware.variety.in-memory,T1003.007,AC-6
action.malware.variety.in-memory,T1003.007,CA-7
action.malware.variety.in-memory,T1003.007,CM-2
action.malware.variety.in-memory,T1003.007,CM-5
action.malware.variety.in-memory,T1003.007,CM-6
action.malware.variety.in-memory,T1003.007,IA-2
action.malware.variety.in-memory,T1003.007,IA-5
action.malware.variety.in-memory,T1055,SC-7
action.malware.variety.in-memory,T1055,SC-18
action.malware.variety.in-memory,T1003.007,SC-28
action.malware.variety.in-memory,T1003.007,SC-39
action.malware.variety.in-memory,T1055,SI-2
action.malware.variety.in-memory,T1003.007,SI-3
action.malware.variety.in-memory,T1003.007,SI-4
action.malware.variety.in-memory,T1055.009,SI-16
action.malware.variety.modify_data,T1562,AC-2
action.malware.variety.modify_data,T1562,AC-3
action.malware.variety.modify_data,T1136,AC-4
action.malware.variety.modify_data,T1562,AC-5
action.malware.variety.modify_data,T1562,AC-6
action.malware.variety.modify_data,T1136,AC-20
action.malware.variety.modify_data,T1562,CA-7
action.malware.variety.modify_data,T1562,CA-8
action.malware.variety.modify_data,T1562,CM-2
action.malware.variety.modify_data,T1562,CM-5
action.malware.variety.modify_data,T1562,CM-6
action.malware.variety.modify_data,T1562,CM-7
action.malware.variety.modify_data,T1562,IA-2
action.malware.variety.modify_data,T1562,IA-4
action.malware.variety.modify_data,T1136,IA-5
action.malware.variety.modify_data,T1562,RA-5
action.malware.variety.modify_data,T1136,SC-7
action.malware.variety.modify_data,T1136,SC-46
action.malware.variety.modify_data,T1562,SI-3
action.malware.variety.modify_data,T1562,SI-4
action.malware.variety.modify_data,T1562,SI-7
action.malware.variety.disable_controls,T1222.002,AC-2
action.malware.variety.disable_controls,T1490,AC-3
action.malware.variety.disable_controls,T1601.002,AC-4
action.malware.variety.disable_controls,T1222.002,AC-5
action.malware.variety.disable_controls,T1490,AC-6
action.malware.variety.disable_controls,T1222.002,AC-16
action.malware.variety.disable_controls,T1222.002,CA-7
action.malware.variety.disable_controls,T1601.002,CA-8
action.malware.variety.disable_controls,T1490,CM-2
action.malware.variety.disable_controls,T1601.002,CM-3
action.malware.variety.disable_controls,T1222.002,CM-5
action.malware.variety.disable_controls,T1490,CM-6
action.malware.variety.disable_controls,T1490,CM-7
action.malware.variety.disable_controls,T1601.002,CM-8
action.malware.variety.disable_controls,T1490,CP-2
action.malware.variety.disable_controls,T1490,CP-7
action.malware.variety.disable_controls,T1490,CP-9
action.malware.variety.disable_controls,T1490,CP-10
action.malware.variety.disable_controls,T1222.002,IA-2
action.malware.variety.disable_controls,T1562,IA-4
action.malware.variety.disable_controls,T1601.002,IA-5
action.malware.variety.disable_controls,T1601.002,IA-7
action.malware.variety.disable_controls,T1036,IA-9
action.malware.variety.disable_controls,T1212,RA-5
action.malware.variety.disable_controls,T1212,RA-10
action.malware.variety.disable_controls,T1601.002,SA-10
action.malware.variety.disable_controls,T1601.002,SA-11
action.malware.variety.disable_controls,T1601.002,SR-11
action.malware.variety.disable_controls,T1212,SC-2
action.malware.variety.disable_controls,T1212,SC-3
action.malware.variety.disable_controls,T1212,SC-7
action.malware.variety.disable_controls,T1562.006,SC-8
action.malware.variety.disable_controls,T1212,SC-18
action.malware.variety.disable_controls,T1553.004,SC-20
action.malware.variety.disable_controls,T1212,SC-26
action.malware.variety.disable_controls,T1212,SC-29
action.malware.variety.disable_controls,T1212,SC-30
action.malware.variety.disable_controls,T1601.002,SC-34
action.malware.variety.disable_controls,T1212,SC-35
action.malware.variety.disable_controls,T1212,SC-39
action.malware.variety.disable_controls,T1601.002,SI-2
action.malware.variety.disable_controls,T1490,SI-3
action.malware.variety.disable_controls,T1490,SI-4
action.malware.variety.disable_controls,T1212,SI-5
action.malware.variety.disable_controls,T1490,SI-7
action.malware.variety.disable_controls,T1036,SI-10
action.malware.variety.disable_controls,T1601.002,SR-4
action.malware.variety.disable_controls,T1601.002,SR-5
action.malware.variety.disable_controls,T1601.002,SR-6
action.malware.variety.dos,T1489,AC-2
action.malware.variety.dos,T1489,AC-3
action.malware.variety.dos,T1489,AC-4
action.malware.variety.dos,T1489,AC-5
action.malware.variety.dos,T1489,AC-6
action.malware.variety.dos,T1489,CA-7
action.malware.variety.dos,T1489,CM-5
action.malware.variety.dos,T1489,CM-6
action.malware.variety.dos,T1489,CM-7
action.malware.variety.dos,T1489,IA-2
action.malware.variety.dos,T1489,SC-7
action.malware.variety.dos,T1489,SC-46
action.malware.variety.dos,T1489,SI-4
action.malware.variety.dos,T1498,SI-10
action.malware.variety.dos,T1498,SI-15
action.malware.variety.exploit_misconfig,T1558.004,AC-2
action.malware.variety.exploit_misconfig,T1558.004,AC-3
action.malware.variety.exploit_misconfig,T1068,AC-4
action.malware.variety.exploit_misconfig,T1548.002,AC-5
action.malware.variety.exploit_misconfig,T1548.002,AC-6
action.malware.variety.exploit_misconfig,T1558.004,AC-16
action.malware.variety.exploit_misconfig,T1558.004,AC-17
action.malware.variety.exploit_misconfig,T1558.004,AC-18
action.malware.variety.exploit_misconfig,T1558.004,AC-19
action.malware.variety.exploit_misconfig,T1558.004,CA-7
action.malware.variety.exploit_misconfig,T1558.004,CA-8
action.malware.variety.exploit_misconfig,T1558.004,CM-2
action.malware.variety.exploit_misconfig,T1548.002,CM-5
action.malware.variety.exploit_misconfig,T1558.004,CM-6
action.malware.variety.exploit_misconfig,T1068,CM-7
action.malware.variety.exploit_misconfig,T1068,CM-8
action.malware.variety.exploit_misconfig,T1558.004,IA-2
action.malware.variety.exploit_misconfig,T1558.004,IA-5
action.malware.variety.exploit_misconfig,T1558.004,RA-5
action.malware.variety.exploit_misconfig,T1068,RA-10
action.malware.variety.exploit_misconfig,T1558.004,SA-11
action.malware.variety.exploit_misconfig,T1558.004,SA-15
action.malware.variety.exploit_misconfig,T1068,SC-2
action.malware.variety.exploit_misconfig,T1068,SC-3
action.malware.variety.exploit_misconfig,T1558.004,SC-4
action.malware.variety.exploit_misconfig,T1068,SC-7
action.malware.variety.exploit_misconfig,T1068,SC-18
action.malware.variety.exploit_misconfig,T1068,SC-26
action.malware.variety.exploit_misconfig,T1068,SC-29
action.malware.variety.exploit_misconfig,T1068,SC-30
action.malware.variety.exploit_misconfig,T1068,SC-35
action.malware.variety.exploit_misconfig,T1068,SC-39
action.malware.variety.exploit_misconfig,T1548.002,SI-2
action.malware.variety.exploit_misconfig,T1558.004,SI-3
action.malware.variety.exploit_misconfig,T1558.004,SI-4
action.malware.variety.exploit_misconfig,T1068,SI-5
action.malware.variety.exploit_misconfig,T1558.004,SI-7
action.malware.variety.exploit_misconfig,T1558.004,SI-12
action.malware.variety.exploit_vuln,T1190,AC-2
action.malware.variety.exploit_vuln,T1190,AC-3
action.malware.variety.exploit_vuln,T1211,AC-4
action.malware.variety.exploit_vuln,T1190,AC-5
action.malware.variety.exploit_vuln,T1211,AC-6
action.malware.variety.exploit_vuln,T1133,AC-7
action.malware.variety.exploit_vuln,T1133,AC-17
action.malware.variety.exploit_vuln,T1133,AC-20
action.malware.variety.exploit_vuln,T1133,AC-23
action.malware.variety.exploit_vuln,T1190,CA-2
action.malware.variety.exploit_vuln,T1211,CA-7
action.malware.variety.exploit_vuln,T1211,CA-8
action.malware.variety.exploit_vuln,T1211,CM-2
action.malware.variety.exploit_vuln,T1190,CM-5
action.malware.variety.exploit_vuln,T1211,CM-6
action.malware.variety.exploit_vuln,T1190,CM-7
action.malware.variety.exploit_vuln,T1211,CM-8
action.malware.variety.exploit_vuln,T1190,IA-2
action.malware.variety.exploit_vuln,T1133,IA-5
action.malware.variety.exploit_vuln,T1190,IA-8
action.malware.variety.exploit_vuln,T1211,RA-5
action.malware.variety.exploit_vuln,T1211,RA-10
action.malware.variety.exploit_vuln,T1190,SA-8
action.malware.variety.exploit_vuln,T1211,SC-2
action.malware.variety.exploit_vuln,T1211,SC-3
action.malware.variety.exploit_vuln,T1211,SC-7
action.malware.variety.exploit_vuln,T1211,SC-18
action.malware.variety.exploit_vuln,T1211,SC-26
action.malware.variety.exploit_vuln,T1211,SC-29
action.malware.variety.exploit_vuln,T1211,SC-30
action.malware.variety.exploit_vuln,T1211,SC-35
action.malware.variety.exploit_vuln,T1211,SC-39
action.malware.variety.exploit_vuln,T1190,SC-46
action.malware.variety.exploit_vuln,T1211,SI-2
action.malware.variety.exploit_vuln,T1211,SI-3
action.malware.variety.exploit_vuln,T1211,SI-4
action.malware.variety.exploit_vuln,T1211,SI-5
action.malware.variety.exploit_vuln,T1211,SI-7
action.malware.variety.exploit_vuln,T1190,SI-10
action.malware.variety.export_data,T1197,AC-2
action.malware.variety.export_data,T1197,AC-3
action.malware.variety.export_data,T1567.002,AC-4
action.malware.variety.export_data,T1197,AC-5
action.malware.variety.export_data,T1197,AC-6
action.malware.variety.export_data,T1537,AC-16
action.malware.variety.export_data,T1537,AC-17
action.malware.variety.export_data,T1020.001,AC-18
action.malware.variety.export_data,T1020.001,AC-19
