orgSize,action,actor,region,industry,attribute,incident
large,misuse,partner,emea,trade,c,F
large,error,internal,lac,education,a,F
small,malware,internal,na,agriculture,a,F
small,hacking,external,emea,management,a,F
unknown,social,partner,emea,realestate,i,F
unknown,misuse,external,na,information,a,F
large,error,external,apac,education,a,F
unknown,social,internal,apac,entertainment,a,F
large,hacking,internal,apac,miningandutilities,a,F
small,social,internal,apac,administrative,i,F
large,malware,partner,apac,publicadministration,c,F
unknown,social,internal,emea,management,a,F
small,error,partner,apac,education,i,F
large,malware,external,apac,agriculture,a,F
large,malware,internal,na,professional,a,F
small,error,partner,lac,education,c,F
small,hacking,internal,na,miningandutilities,i,F
large,malware,partner,na,realestate,c,F
unknown,social,partner,na,accommodation,i,F
small,error,partner,emea,retail,c,F
large,malware,external,emea,professional,a,F
unknown,malware,internal,lac,manufacturing,a,F
large,error,internal,apac,trade,c,F
large,error,partner,apac,education,i,F
large,malware,partner,lac,management,a,F
small,error,external,lac,accommodation,i,F
large,error,external,na,realestate,a,F
small,hacking,partner,na,realestate,c,F
large,hacking,external,emea,utilities,a,F
unknown,hacking,partner,apac,management,a,F
small,error,external,na,professional,a,F
large,error,partner,lac,information,a,F
unknown,hacking,external,apac,utilities,c,F
unknown,malware,internal,emea,agriculture,i,F
small,misuse,external,emea,agriculture,c,F
small,social,external,lac,accommodation,i,F
unknown,hacking,internal,na,entertainment,c,F
unknown,malware,external,emea,professional,i,F
small,social,partner,emea,administrative,c,F
unknown,social,external,na,manufacturing,a,F
large,misuse,partner,na,education,a,F
large,error,partner,emea,otherservices,c,F
large,hacking,partner,lac,retail,c,F
large,misuse,external,apac,accommodation,i,F
large,malware,external,na,accommodation,c,F
unknown,hacking,partner,lac,manufacturing,c,F
small,hacking,internal,lac,accommodation,i,F
small,hacking,internal,emea,miningandutilities,c,F
large,social,internal,lac,trade,i,F
large,misuse,partner,lac,retail,c,F
large,error,partner,na,realestate,c,F
small,hacking,partner,apac,otherservices,i,F
large,social,partner,lac,retail,c,F
large,malware,partner,emea,trade,i,F
unknown,error,internal,emea,publicadministration,c,F
small,malware,partner,emea,accommodation,i,F
large,error,partner,apac,healthcare,i,F
unknown,error,partner,emea,transportation,c,F
unknown,social,internal,lac,miningandutilities,c,F
unknown,error,external,emea,accommodation,a,F
large,misuse,internal,na,finance,i,F
small,error,partner,emea,transportation,i,F
large,social,external,apac,education,a,F
large,misuse,partner,apac,finance,i,F
unknown,hacking,partner,na,agriculture,a,F
large,misuse,external,lac,finance,a,F
small,malware,partner,emea,trade,a,F
small,misuse,internal,emea,miningandutilities,c,F
unknown,hacking,partner,emea,agriculture,a,F
large,error,partner,lac,trade,c,F
small,hacking,partner,lac,agriculture,i,F
small,error,external,na,publicadministration,i,F
unknown,misuse,internal,lac,agriculture,i,F
unknown,error,external,lac,miningandutilities,c,F
small,error,internal,apac,manufacturing,i,F
small,social,internal,na,publicadministration,c,F
unknown,hacking,external,lac,administrative,a,F
large,social,external,na,construction,c,F
small,malware,internal,na,manufacturing,a,F
unknown,malware,external,lac,retail,i,F
large,error,external,emea,education,c,F
small,misuse,internal,lac,accommodation,a,F
small,malware,internal,emea,realestate,i,F
small,hacking,internal,na,manufacturing,a,F
unknown,social,partner,na,professional,c,F
small,social,partner,lac,administrative,i,F
small,malware,partner,lac,realestate,c,F
unknown,social,external,lac,miningandutilities,c,F
small,misuse,external,apac,finance,i,F
unknown,error,partner,lac,entertainment,i,F
small,hacking,partner,lac,information,a,F
small,malware,internal,na,finance,a,F
small,social,partner,lac,professional,i,F
large,misuse,partner,lac,realestate,a,F
small,hacking,partner,na,utilities,i,F
small,error,internal,lac,agriculture,i,F
unknown,malware,external,apac,publicadministration,i,F
small,malware,partner,emea,miningandutilities,i,F
large,misuse,external,emea,retail,a,F
unknown,hacking,internal,lac,transportation,c,F
unknown,hacking,partner,lac,trade,a,F
unknown,hacking,external,apac,miningandutilities,c,F
large,error,partner,apac,manufacturing,i,F
large,social,internal,lac,education,i,F
large,hacking,partner,lac,entertainment,i,F
unknown,social,partner,apac,agriculture,c,F
unknown,social,internal,apac,trade,c,F
small,social,external,lac,otherservices,i,F
unknown,social,external,emea,realestate,a,F
small,social,external,apac,transportation,i,F
small,malware,partner,na,agriculture,c,F
large,social,partner,lac,finance,i,F
small,hacking,partner,emea,transportation,a,F
large,misuse,internal,apac,agriculture,i,F
large,social,partner,lac,information,a,F
large,hacking,partner,lac,trade,a,F
unknown,social,external,emea,publicadministration,c,F
small,malware,external,emea,construction,a,F
large,social,partner,emea,construction,i,F
small,hacking,external,emea,realestate,a,F
small,hacking,partner,na,trade,i,F
unknown,error,external,lac,education,a,F
large,social,partner,na,information,c,F
large,malware,external,na,professional,i,F
unknown,error,partner,emea,miningandutilities,c,F
unknown,hacking,external,lac,accommodation,a,F
unknown,malware,internal,apac,realestate,i,F
large,misuse,external,apac,accommodation,c,F
large,malware,internal,na,management,a,F
large,misuse,partner,lac,trade,a,F
small,malware,partner,emea,management,i,F
small,malware,partner,emea,manufacturing,c,F
large,social,internal,emea,information,c,F
unknown,error,external,emea,utilities,c,F
unknown,error,internal,apac,transportation,i,F
unknown,misuse,internal,apac,manufacturing,i,F
large,error,partner,na,professional,c,F
unknown,hacking,external,lac,entertainment,c,F
small,misuse,internal,lac,trade,i,F
small,social,partner,apac,trade,i,F
small,social,internal,emea,professional,i,F
large,misuse,external,lac,management,a,F
large,error,internal,emea,retail,a,F
unknown,error,partner,emea,otherservices,c,F
unknown,malware,external,na,construction,c,F
large,error,partner,lac,agriculture,i,F
large,social,internal,lac,miningandutilities,i,F
large,hacking,internal,na,information,a,F
small,error,partner,na,entertainment,i,F
large,social,external,na,administrative,a,F
small,hacking,external,na,finance,c,F
large,error,partner,lac,management,i,F
small,malware,internal,lac,management,i,F
small,error,internal,na,otherservices,c,F
unknown,misuse,partner,lac,professional,a,F
unknown,malware,partner,na,agriculture,c,F
small,malware,internal,apac,agriculture,c,F
small,social,external,apac,entertainment,c,F
large,social,external,apac,professional,i,F
unknown,hacking,partner,lac,accommodation,a,F
unknown,malware,partner,na,miningandutilities,a,F
unknown,social,internal,apac,manufacturing,c,F
small,malware,internal,na,entertainment,c,F
large,hacking,internal,na,miningandutilities,c,F
large,social,external,apac,miningandutilities,a,F
large,misuse,external,emea,utilities,i,F
small,error,internal,emea,miningandutilities,c,F
large,malware,partner,na,information,i,F
large,social,partner,apac,healthcare,i,F
small,social,partner,emea,publicadministration,i,F
small,hacking,internal,na,administrative,i,F
small,hacking,external,emea,transportation,i,F
small,malware,internal,emea,publicadministration,a,F
large,hacking,partner,emea,transportation,a,F
unknown,malware,internal,na,accommodation,c,F
large,error,partner,apac,transportation,i,F
unknown,hacking,partner,apac,finance,i,F
large,error,external,apac,utilities,a,F
large,hacking,external,na,manufacturing,a,F
large,social,partner,emea,information,c,F
small,social,internal,apac,retail,c,F
unknown,error,internal,na,administrative,i,F
small,malware,partner,emea,realestate,c,F
small,hacking,internal,na,publicadministration,c,F
large,social,external,emea,transportation,i,F
small,malware,internal,apac,realestate,i,F
small,hacking,external,lac,publicadministration,c,F
large,error,partner,emea,healthcare,a,F
unknown,misuse,partner,lac,realestate,a,F
large,hacking,partner,lac,transportation,c,F
small,error,external,apac,professional,a,F
small,error,partner,lac,accommodation,a,F
small,error,external,apac,accommodation,c,F
large,social,external,na,education,a,F
unknown,hacking,internal,emea,construction,i,F
small,social,partner,emea,realestate,i,F
large,misuse,internal,lac,manufacturing,c,F
large,error,internal,na,agriculture,i,F
large,malware,internal,lac,finance,c,F
large,hacking,partner,na,retail,c,F
small,misuse,partner,lac,healthcare,i,F
unknown,hacking,internal,apac,information,a,F
small,hacking,external,na,construction,a,F
large,social,external,apac,finance,a,F
large,hacking,partner,apac,trade,c,F
unknown,misuse,external,lac,accommodation,c,F
small,malware,external,na,realestate,c,F
small,misuse,partner,na,finance,i,F
small,hacking,partner,emea,realestate,a,F
large,error,external,na,utilities,a,F
unknown,error,internal,emea,manufacturing,c,F
small,malware,external,lac,transportation,c,F
unknown,hacking,external,na,finance,i,F
large,malware,partner,emea,construction,i,F
small,misuse,partner,lac,miningandutilities,c,F
large,hacking,external,na,transportation,c,F
large,hacking,partner,apac,education,a,F
unknown,hacking,internal,lac,manufacturing,c,F
unknown,error,external,lac,healthcare,c,F
unknown,social,internal,lac,information,i,F
large,hacking,internal,apac,information,i,F
large,hacking,external,apac,publicadministration,a,F
unknown,hacking,internal,apac,healthcare,c,F
small,misuse,internal,lac,utilities,c,F
small,hacking,external,apac,healthcare,i,F
unknown,malware,external,lac,finance,c,F
large,error,internal,lac,miningandutilities,i,F
small,error,internal,lac,management,i,F
small,malware,external,apac,retail,a,F
unknown,misuse,external,lac,transportation,a,F
small,social,external,emea,trade,c,F
small,misuse,partner,emea,finance,a,F
small,misuse,internal,emea,administrative,c,F
large,social,partner,emea,accommodation,a,F
large,malware,partner,emea,miningandutilities,a,F
large,misuse,external,apac,professional,c,F
unknown,misuse,partner,na,transportation,c,F
unknown,misuse,internal,na,trade,i,F
small,malware,internal,lac,publicadministration,c,F
large,error,external,lac,management,c,F
small,social,partner,na,administrative,a,F
unknown,error,internal,lac,professional,i,F
large,social,partner,lac,publicadministration,a,F
unknown,misuse,internal,apac,accommodation,c,F
unknown,malware,external,emea,retail,a,F
unknown,malware,internal,apac,retail,a,F
small,misuse,partner,lac,transportation,c,F
unknown,misuse,internal,apac,finance,a,F
small,misuse,partner,emea,construction,i,F
small,hacking,internal,lac,publicadministration,a,F
large,social,internal,apac,utilities,c,F
unknown,misuse,internal,emea,management,a,F
large,error,external,emea,utilities,a,F
small,error,external,na,construction,i,F
large,malware,partner,apac,information,a,F
unknown,error,external,emea,accommodation,c,F
unknown,malware,external,na,entertainment,c,F
small,error,external,lac,construction,c,F
small,misuse,external,na,healthcare,c,F
large,malware,external,na,utilities,a,F
unknown,hacking,internal,lac,agriculture,c,F
small,hacking,partner,na,manufacturing,a,F
small,error,external,apac,professional,i,F
unknown,misuse,external,lac,agriculture,i,F
small,hacking,external,emea,administrative,c,F
small,misuse,partner,lac,realestate,c,F
large,misuse,external,na,professional,a,F
large,misuse,internal,lac,transportation,a,F
large,misuse,internal,lac,realestate,c,F
unknown,malware,internal,na,miningandutilities,c,F
large,misuse,internal,emea,retail,c,F
large,error,internal,lac,accommodation,i,F
small,misuse,internal,apac,healthcare,a,F
unknown,error,internal,lac,agriculture,c,F
small,error,partner,lac,utilities,i,F
large,misuse,internal,na,retail,c,F
small,malware,partner,lac,transportation,i,F
large,malware,external,lac,finance,a,F
small,misuse,external,lac,trade,c,F
large,misuse,external,lac,publicadministration,c,F
large,misuse,internal,apac,realestate,a,F
unknown,error,internal,na,finance,a,F
large,error,external,emea,miningandutilities,c,F
large,hacking,external,lac,manufacturing,a,F
unknown,hacking,internal,apac,management,a,F
large,misuse,external,na,publicadministration,a,F
small,malware,external,emea,trade,a,F
unknown,social,internal,na,realestate,i,F
unknown,hacking,internal,apac,trade,a,F
unknown,malware,partner,emea,construction,i,F
unknown,hacking,partner,lac,publicadministration,a,F
unknown,hacking,partner,apac,otherservices,i,F
unknown,malware,internal,apac,publicadministration,c,F
unknown,misuse,partner,emea,entertainment,a,F
unknown,hacking,internal,emea,miningandutilities,i,F
unknown,malware,partner,apac,trade,a,F
small,error,external,na,realestate,a,F
unknown,social,partner,na,administrative,i,F
large,error,external,lac,accommodation,i,F
unknown,error,external,lac,utilities,c,F
large,hacking,partner,apac,entertainment,a,F
unknown,error,internal,emea,professional,i,F
small,malware,partner,emea,otherservices,a,F
unknown,error,external,apac,agriculture,c,F
unknown,error,external,apac,miningandutilities,c,F
unknown,malware,external,lac,administrative,c,F
large,misuse,internal,na,professional,a,F
unknown,error,internal,apac,education,a,F
large,error,internal,emea,publicadministration,i,F
unknown,error,partner,na,finance,c,F
unknown,error,partner,lac,agriculture,c,F
small,social,external,lac,manufacturing,a,F
unknown,malware,external,apac,otherservices,i,F
unknown,error,external,lac,education,i,F
small,malware,partner,emea,transportation,i,F
small,social,internal,emea,management,c,F
small,error,external,na,healthcare,i,F
small,malware,internal,lac,otherservices,c,F
unknown,malware,internal,na,otherservices,c,F
large,error,internal,lac,professional,i,F
large,malware,internal,apac,publicadministration,c,F
large,malware,partner,na,retail,a,F
unknown,malware,internal,emea,accommodation,a,F
small,social,partner,na,retail,i,F
unknown,misuse,external,na,accommodation,a,F
unknown,error,internal,apac,construction,a,F
large,malware,partner,lac,information,c,F
small,social,partner,emea,healthcare,c,F
small,misuse,external,lac,trade,a,F
unknown,social,external,emea,miningandutilities,i,F
large,error,external,apac,entertainment,i,F
large,misuse,partner,apac,accommodation,a,F
large,social,partner,emea,trade,i,F
large,misuse,internal,apac,retail,a,F
unknown,social,partner,emea,transportation,c,F
large,hacking,internal,na,trade,c,F
unknown,social,external,emea,utilities,c,F
large,hacking,external,emea,accommodation,c,F
unknown,error,external,emea,realestate,a,F
unknown,hacking,external,na,manufacturing,c,F
small,social,external,lac,construction,c,F
large,hacking,internal,lac,realestate,i,F
large,malware,internal,emea,miningandutilities,a,F
small,error,external,emea,accommodation,i,F
unknown,malware,external,na,professional,i,F
unknown,misuse,external,na,agriculture,c,F
unknown,hacking,partner,lac,transportation,c,F
unknown,malware,partner,lac,trade,a,F
small,error,partner,apac,entertainment,i,F
small,malware,external,lac,education,a,F
unknown,social,partner,na,finance,c,F
unknown,misuse,partner,na,retail,c,F
small,error,internal,lac,professional,a,F
large,error,partner,na,publicadministration,i,F
small,malware,internal,lac,transportation,a,F
unknown,error,external,na,education,a,F
large,social,internal,apac,transportation,a,F
large,misuse,partner,na,healthcare,c,F
large,error,internal,emea,transportation,c,F
small,social,external,apac,miningandutilities,c,F
unknown,hacking,internal,emea,realestate,a,F
unknown,hacking,external,emea,accommodation,c,F
unknown,malware,internal,apac,agriculture,a,F
small,hacking,partner,emea,miningandutilities,a,F
unknown,hacking,external,apac,accommodation,i,F
large,hacking,external,emea,administrative,c,F
unknown,hacking,partner,emea,miningandutilities,a,F
unknown,social,partner,emea,retail,c,F
large,misuse,internal,emea,information,a,F
small,misuse,partner,apac,information,a,F
small,hacking,partner,na,education,a,F
large,error,external,na,trade,i,F
unknown,error,external,na,transportation,c,F
unknown,misuse,external,apac,agriculture,i,F
large,social,partner,emea,trade,a,F
large,misuse,external,lac,administrative,c,F
unknown,malware,partner,lac,accommodation,c,F
small,error,external,na,retail,a,F
large,social,internal,lac,otherservices,a,F
large,social,internal,lac,management,a,F
large,malware,internal,lac,manufacturing,c,F
small,misuse,external,apac,construction,c,F
large,malware,external,lac,utilities,i,F
small,social,external,apac,entertainment,i,F
unknown,social,internal,emea,management,c,F
large,error,external,lac,construction,a,F
unknown,error,internal,apac,healthcare,a,F
unknown,malware,external,apac,publicadministration,a,F
large,hacking,partner,na,utilities,a,F
unknown,error,partner,lac,agriculture,i,F
small,hacking,internal,apac,management,i,F
large,malware,partner,lac,administrative,c,F
large,error,internal,na,professional,i,F
small,hacking,internal,apac,information,a,F
unknown,social,internal,emea,retail,a,F
unknown,misuse,partner,apac,information,i,F
small,misuse,external,emea,entertainment,c,F
large,error,partner,lac,otherservices,a,F
unknown,malware,internal,lac,healthcare,i,F
small,misuse,partner,apac,manufacturing,a,F
large,malware,partner,apac,utilities,a,F
large,malware,external,emea,agriculture,i,F
large,hacking,external,apac,finance,a,F
large,hacking,internal,emea,healthcare,i,F
large,social,internal,na,administrative,i,F
large,hacking,internal,na,agriculture,a,F
unknown,hacking,external,emea,retail,i,F
small,error,partner,apac,realestate,i,F
large,social,partner,emea,agriculture,c,F
small,social,partner,lac,otherservices,c,F
large,malware,external,lac,healthcare,i,F
large,malware,partner,lac,management,c,F
small,malware,partner,apac,publicadministration,c,F
unknown,misuse,external,emea,finance,i,F
large,hacking,partner,lac,miningandutilities,i,F
unknown,misuse,internal,emea,accommodation,c,F
large,misuse,partner,na,administrative,a,F
large,social,internal,lac,manufacturing,a,F
unknown,misuse,internal,lac,construction,i,F
large,malware,external,apac,education,c,F
small,error,partner,lac,professional,c,F
small,misuse,internal,apac,otherservices,i,F
large,social,internal,na,agriculture,a,F
small,error,internal,emea,publicadministration,c,F
small,malware,external,lac,trade,i,F
large,misuse,partner,apac,entertainment,c,F
unknown,misuse,external,lac,agriculture,c,F
unknown,misuse,internal,lac,finance,a,F
large,error,partner,emea,finance,c,F
unknown,malware,internal,emea,utilities,c,F
unknown,error,external,na,realestate,a,F
large,misuse,external,lac,construction,i,F
unknown,misuse,internal,lac,otherservices,c,F
large,hacking,internal,apac,trade,a,F
small,hacking,internal,emea,realestate,i,F
unknown,malware,internal,emea,finance,c,F
small,social,internal,apac,transportation,i,F
small,misuse,partner,lac,management,i,F
unknown,misuse,external,lac,information,i,F
large,error,external,emea,manufacturing,a,F
large,misuse,partner,apac,construction,a,F
large,malware,partner,na,accommodation,i,F
small,social,partner,na,education,i,F
large,malware,internal,na,construction,c,F
small,malware,partner,lac,finance,a,F
small,error,partner,na,accommodation,c,F
unknown,malware,external,na,retail,a,F
large,hacking,internal,na,utilities,a,F
large,malware,external,emea,information,c,F
small,malware,external,emea,retail,c,F
large,hacking,external,na,professional,c,F
large,malware,partner,apac,professional,c,F
large,error,partner,apac,finance,c,F
small,misuse,external,lac,accommodation,i,F
small,error,internal,na,utilities,i,F
unknown,error,partner,apac,entertainment,i,F
large,error,external,lac,agriculture,i,F
small,hacking,partner,lac,entertainment,a,F
small,misuse,external,emea,realestate,c,F
unknown,error,partner,apac,trade,a,F
unknown,social,external,emea,professional,a,F
large,malware,internal,na,utilities,a,F
large,malware,external,emea,education,i,F
large,social,external,emea,healthcare,i,F
unknown,hacking,partner,na,management,c,F
small,error,internal,na,accommodation,a,F
large,hacking,partner,emea,healthcare,a,F
large,malware,partner,na,miningandutilities,a,F
unknown,misuse,partner,lac,construction,a,F
unknown,malware,partner,na,entertainment,c,F
large,error,partner,emea,management,c,F
unknown,social,internal,apac,administrative,c,F
large,misuse,external,lac,finance,i,F
large,error,external,emea,utilities,i,F
small,social,internal,na,trade,c,F
unknown,error,partner,emea,professional,i,F
small,error,internal,na,otherservices,a,F
small,misuse,partner,emea,administrative,c,F
small,social,external,emea,miningandutilities,i,F
large,misuse,external,apac,transportation,i,F
unknown,hacking,internal,na,construction,i,F
unknown,misuse,external,na,education,a,F
large,error,internal,lac,publicadministration,c,F
small,error,partner,emea,agriculture,a,F
unknown,error,internal,lac,realestate,c,F
small,error,internal,na,management,i,F
unknown,error,internal,lac,entertainment,c,F
large,malware,external,apac,realestate,a,F
unknown,social,external,apac,agriculture,c,F
small,social,external,na,entertainment,a,F
small,misuse,external,emea,construction,c,F
small,malware,partner,emea,otherservices,i,F
small,hacking,external,apac,education,a,F
large,misuse,partner,apac,otherservices,a,F
small,error,partner,apac,entertainment,a,F
small,error,partner,emea,entertainment,a,F
unknown,hacking,external,apac,otherservices,a,F
small,misuse,external,na,education,a,F
large,social,external,apac,trade,c,F
small,social,partner,na,finance,a,F
small,misuse,internal,na,retail,c,F
unknown,hacking,partner,apac,construction,i,F
large,misuse,external,lac,professional,i,F
large,social,internal,na,agriculture,i,F
unknown,malware,external,apac,agriculture,c,F
unknown,error,partner,na,administrative,a,F
large,error,partner,emea,professional,i,F
unknown,misuse,partner,lac,administrative,i,F
large,malware,external,na,agriculture,i,F
large,social,internal,na,finance,a,F
large,misuse,partner,na,utilities,a,F
unknown,misuse,internal,emea,miningandutilities,a,F
large,malware,external,apac,miningandutilities,a,F
large,error,external,apac,construction,i,F
small,social,external,apac,accommodation,c,F
unknown,error,partner,na,otherservices,a,F
large,error,external,na,retail,c,F
large,misuse,partner,apac,agriculture,i,F
unknown,error,internal,na,agriculture,c,F
small,malware,external,apac,finance,i,F
small,hacking,internal,na,otherservices,c,F
unknown,error,partner,emea,manufacturing,i,F
small,error,partner,emea,administrative,c,F
unknown,social,internal,lac,agriculture,i,F
unknown,hacking,external,lac,professional,a,F
small,hacking,internal,lac,transportation,a,F
unknown,social,partner,na,agriculture,c,F
small,malware,external,na,otherservices,a,F
unknown,social,internal,emea,information,a,F
large,misuse,partner,emea,professional,i,F
small,hacking,internal,emea,construction,i,F
unknown,malware,internal,emea,utilities,a,F
unknown,hacking,internal,lac,miningandutilities,c,F
small,misuse,external,apac,publicadministration,a,F
small,misuse,internal,emea,professional,i,F
small,error,partner,emea,professional,i,F
small,social,external,lac,retail,c,F
small,malware,partner,lac,construction,i,F
unknown,misuse,internal,apac,publicadministration,c,F
unknown,hacking,external,apac,education,i,F
large,social,external,apac,agriculture,a,F
large,malware,partner,lac,publicadministration,a,F
large,social,partner,apac,miningandutilities,a,F
small,malware,partner,emea,information,a,F
small,misuse,internal,emea,manufacturing,a,F
small,hacking,partner,apac,entertainment,i,F
small,misuse,external,emea,realestate,i,F
unknown,malware,external,emea,utilities,a,F
large,misuse,partner,apac,manufacturing,i,F
unknown,error,internal,apac,entertainment,i,F
small,error,partner,na,professional,a,F
unknown,hacking,partner,apac,trade,a,F
unknown,hacking,partner,apac,publicadministration,a,F
unknown,malware,partner,lac,trade,c,F
small,hacking,external,na,accommodation,c,F
small,hacking,external,emea,education,i,F
small,error,partner,na,management,i,F
unknown,hacking,partner,lac,transportation,i,F
small,misuse,internal,emea,retail,c,F
large,misuse,external,na,finance,c,F
large,malware,partner,apac,retail,c,F
unknown,error,internal,emea,administrative,c,F
large,misuse,internal,na,management,a,F
small,error,internal,na,information,a,F
small,error,partner,apac,retail,a,F
large,misuse,external,na,finance,i,F
small,social,external,apac,manufacturing,c,F
large,malware,internal,apac,information,c,F
small,hacking,external,apac,otherservices,a,F
small,error,partner,emea,transportation,c,F
unknown,hacking,internal,na,education,c,F
small,social,external,emea,publicadministration,c,F
unknown,social,internal,apac,trade,a,F
large,hacking,external,lac,management,c,F
unknown,malware,external,emea,administrative,i,F
unknown,hacking,external,apac,education,a,F
unknown,hacking,internal,na,entertainment,a,F
unknown,error,internal,emea,healthcare,c,F
large,error,internal,lac,agriculture,c,F
small,malware,internal,lac,retail,c,F
small,hacking,partner,emea,otherservices,c,F
small,misuse,partner,apac,construction,i,F
small,hacking,external,lac,professional,i,F
large,malware,internal,apac,construction,a,F
large,error,internal,na,utilities,c,F
large,social,external,na,retail,i,F
large,misuse,internal,lac,agriculture,a,F
small,malware,external,lac,utilities,c,F
large,error,external,apac,publicadministration,a,F
unknown,malware,external,lac,utilities,c,F
small,social,partner,emea,management,c,F
unknown,malware,internal,emea,transportation,c,F
small,misuse,partner,na,manufacturing,i,F
unknown,hacking,external,na,education,i,F
large,social,partner,lac,management,i,F
small,malware,external,apac,publicadministration,a,F
unknown,error,partner,emea,entertainment,i,F
small,error,internal,apac,retail,i,F
small,hacking,internal,apac,construction,i,F
large,error,internal,emea,administrative,i,F
large,hacking,external,apac,finance,c,F
small,error,external,na,realestate,i,F
large,error,external,lac,accommodation,a,F
small,social,internal,apac,agriculture,i,F
large,hacking,external,apac,retail,i,F
unknown,misuse,internal,lac,entertainment,i,F
large,social,internal,na,trade,i,F
unknown,misuse,partner,apac,professional,i,F
unknown,misuse,external,lac,realestate,i,F
small,malware,partner,na,accommodation,c,F
unknown,malware,external,apac,manufacturing,i,F
small,hacking,partner,emea,trade,c,F
unknown,hacking,external,lac,management,a,F
large,social,external,apac,accommodation,i,F
unknown,hacking,internal,apac,entertainment,a,F
large,hacking,internal,apac,administrative,i,F
large,misuse,external,apac,professional,a,F
large,hacking,external,emea,publicadministration,i,F
unknown,malware,internal,na,utilities,a,F
small,social,internal,emea,information,i,F
large,misuse,internal,emea,entertainment,i,F
small,social,partner,lac,retail,a,F
small,malware,internal,lac,professional,a,F
small,malware,external,emea,utilities,a,F
unknown,social,partner,lac,manufacturing,i,F
small,hacking,external,emea,administrative,a,F
small,error,external,apac,management,a,F
unknown,hacking,external,na,accommodation,c,F
small,error,internal,lac,information,c,F
small,malware,internal,na,construction,c,F
small,misuse,internal,na,miningandutilities,i,F
unknown,error,internal,emea,utilities,i,F
large,social,external,lac,accommodation,i,F
unknown,malware,internal,na,professional,a,F
large,misuse,partner,emea,trade,i,F
small,error,external,lac,construction,a,F
unknown,malware,partner,na,education,a,F
small,malware,external,na,publicadministration,i,F
small,misuse,external,emea,publicadministration,a,F
unknown,social,partner,apac,publicadministration,c,F
unknown,social,internal,lac,accommodation,c,F
unknown,misuse,external,apac,education,i,F
large,social,internal,lac,management,i,F
large,error,partner,na,retail,i,F
large,malware,internal,na,education,a,F
large,misuse,external,lac,utilities,a,F
unknown,malware,external,na,healthcare,c,F
large,misuse,internal,apac,otherservices,c,F
small,hacking,partner,lac,accommodation,c,F
small,misuse,partner,lac,accommodation,i,F
small,malware,internal,na,information,a,F
unknown,social,external,emea,finance,a,F
unknown,malware,external,na,manufacturing,i,F
large,error,external,emea,utilities,c,F
unknown,error,external,apac,realestate,a,F
small,malware,partner,lac,construction,a,F
large,hacking,partner,emea,publicadministration,i,F
unknown,misuse,external,apac,trade,i,F
small,malware,internal,lac,construction,a,F
unknown,hacking,external,emea,publicadministration,c,F
large,misuse,external,apac,information,a,F
large,misuse,internal,na,administrative,a,F
small,hacking,internal,apac,entertainment,i,F
large,hacking,partner,na,management,a,F
large,misuse,internal,na,administrative,i,F
large,social,partner,emea,information,i,F
small,hacking,external,na,agriculture,i,F
small,misuse,internal,emea,retail,a,F
large,misuse,partner,lac,healthcare,i,F
unknown,error,internal,lac,education,a,F
unknown,malware,external,emea,information,c,F
large,malware,internal,emea,publicadministration,i,F
unknown,hacking,internal,emea,agriculture,a,F
small,malware,partner,lac,realestate,a,F
large,malware,external,emea,management,a,F
large,social,internal,emea,agriculture,c,F
unknown,hacking,partner,na,otherservices,a,F
large,error,external,apac,finance,i,F
large,social,partner,na,education,i,F
small,malware,external,lac,administrative,c,F
unknown,hacking,internal,na,administrative,i,F
unknown,social,external,na,entertainment,i,F
large,malware,partner,emea,professional,a,F
small,error,partner,emea,miningandutilities,c,F
large,misuse,internal,lac,management,a,F
large,misuse,internal,na,healthcare,c,F
unknown,misuse,partner,apac,information,a,F
large,malware,internal,apac,entertainment,c,F
large,malware,internal,lac,otherservices,c,F
unknown,social,partner,lac,agriculture,i,F
small,misuse,partner,na,agriculture,c,F
large,error,external,apac,trade,c,F
large,misuse,internal,lac,accommodation,i,F
large,social,external,na,manufacturing,i,F
small,social,internal,lac,manufacturing,a,F
small,misuse,partner,apac,construction,a,F
large,error,internal,emea,management,a,F
small,malware,external,lac,manufacturing,a,F
large,hacking,external,na,otherservices,c,F
large,misuse,internal,na,trade,i,F
unknown,hacking,internal,lac,finance,c,F
small,malware,external,apac,entertainment,a,F
large,error,external,lac,healthcare,a,F
unknown,misuse,external,apac,trade,c,F
unknown,social,partner,na,realestate,a,F
large,misuse,partner,lac,utilities,i,F
large,misuse,partner,na,professional,i,F
small,hacking,partner,na,miningandutilities,a,F
unknown,error,partner,na,construction,c,F
large,error,external,emea,manufacturing,c,F
large,hacking,internal,apac,professional,c,F
small,hacking,partner,na,education,i,F
large,error,partner,emea,construction,i,F
unknown,hacking,internal,na,realestate,a,F
small,hacking,partner,emea,administrative,a,F
unknown,misuse,internal,apac,accommodation,a,F
unknown,error,external,lac,publicadministration,c,F
large,misuse,partner,lac,professional,i,F
large,social,external,na,finance,i,F
large,hacking,internal,na,healthcare,i,F
unknown,error,internal,apac,otherservices,a,F
large,error,partner,na,trade,i,F
small,misuse,internal,na,information,i,F
large,social,internal,na,realestate,c,F
unknown,error,partner,na,otherservices,c,F
small,misuse,partner,apac,publicadministration,c,F
unknown,misuse,external,apac,administrative,i,F
small,error,internal,emea,transportation,c,F
small,hacking,external,lac,entertainment,a,F
small,error,internal,lac,utilities,i,F
large,error,internal,apac,management,i,F
