orgSize,action,actor,region,industry,attribute,incident
small,,,na,healthcare,c,T
large,error,internal,apac,publicadministration,c,T
large,hacking,external,na,professional,c,T
large,error,external,na,transportation,c,T
large,error,internal,na,publicadministration,c,T
,error,internal,global,unknown,c,T
small,error,internal,emea,healthcare,c,T
large,social,external,na,accommodation,c,T
large,error,internal,emea,publicadministration,c,T
small,misuse,external,emea,information,c,T
large,hacking,external,emea,information,c,T
,social,external,apac,retail,c,T
,hacking,external,na,education,c,T
large,error,internal,na,education,c,T
large,social,external,na,publicadministration,c,T
,hacking,external,apac,publicadministration,c,T
large,social,external,na,education,c,T
small,error,internal,emea,education,c,T
small,misuse,internal,na,healthcare,c,T
small,error,internal,na,professional,c,T
large,misuse,internal,apac,publicadministration,c,T
small,error,internal,emea,trade,c,T
small,misuse,internal,na,healthcare,c,T
large,hacking,external,apac,transportation,c,T
,hacking,,na,healthcare,c,T
small,malware,external,na,healthcare,c,T
,error,internal,apac,healthcare,c,T
,social,external,na,healthcare,c,T
small,misuse,internal,emea,publicadministration,c,T
large,misuse,internal,na,healthcare,c,T
large,malware,external,apac,administrative,c,T
small,hacking,internal,na,healthcare,c,T
large,error,internal,emea,finance,c,T
small,hacking,internal,na,professional,c,T
small,,external,na,miningandutilities,c,T
large,error,internal,na,publicadministration,c,T
,misuse,internal,na,healthcare,c,T
large,misuse,internal,na,construction,c,T
large,misuse,internal,na,healthcare,c,T
,malware,external,na,healthcare,c,T
large,error,internal,na,publicadministration,c,T
small,hacking,external,na,publicadministration,c,T
large,error,internal,na,realestate,c,T
large,misuse,internal,emea,finance,c,T
large,,external,emea,finance,c,T
small,,external,na,retail,c,T
,error,internal,na,publicadministration,c,T
small,error,internal,emea,information,c,T
large,social,external,na,education,c,T
small,hacking,external,na,accommodation,c,T
small,error,internal,na,healthcare,c,T
large,hacking,external,na,healthcare,c,T
small,error,internal,na,publicadministration,c,T
small,hacking,external,apac,otherservices,c,T
large,social,external,na,professional,c,T
,misuse,internal,na,healthcare,c,T
small,error,internal,na,retail,c,T
large,misuse,internal,na,entertainment,c,T
small,error,internal,na,information,c,T
small,error,,lac,otherservices,c,T
small,,external,na,healthcare,c,T
small,misuse,internal,na,healthcare,c,T
small,hacking,external,apac,administrative,c,T
large,hacking,external,na,healthcare,c,T
large,error,partner,na,healthcare,c,T
large,,external,na,publicadministration,c,T
small,error,internal,na,administrative,c,T
small,misuse,internal,na,manufacturing,c,T
small,social,external,emea,information,c,T
small,misuse,internal,na,publicadministration,c,T
small,misuse,internal,na,realestate,c,T
large,error,internal,emea,publicadministration,c,T
,misuse,internal,global,publicadministration,c,T
large,hacking,external,apac,finance,c,T
small,misuse,internal,na,healthcare,c,T
small,error,internal,na,entertainment,c,T
large,error,internal,na,publicadministration,c,T
small,misuse,internal,na,professional,c,T
,misuse,internal,apac,publicadministration,c,T
small,,external,na,retail,c,T
small,,external,apac,entertainment,c,T
large,malware,external,na,healthcare,c,T
,error,internal,emea,healthcare,c,T
large,misuse,internal,emea,healthcare,c,T
large,social,external,na,transportation,c,T
small,error,internal,na,professional,c,T
small,hacking,external,na,information,c,T
small,error,internal,apac,information,c,T
small,error,internal,na,entertainment,c,T
,misuse,internal,na,publicadministration,c,T
large,error,internal,na,education,c,T
small,malware,external,na,healthcare,c,T
large,error,internal,na,publicadministration,c,T
small,error,internal,na,professional,c,T
small,misuse,external,emea,professional,c,T
small,hacking,external,apac,finance,c,T
large,misuse,internal,na,manufacturing,c,T
,hacking,external,apac,professional,c,T
large,misuse,internal,emea,healthcare,c,T
small,misuse,internal,na,healthcare,c,T
large,misuse,internal,na,finance,c,T
small,hacking,external,na,professional,c,T
small,hacking,external,emea,finance,c,T
small,hacking,external,na,healthcare,c,T
small,misuse,internal,na,healthcare,c,T
large,error,internal,lac,otherservices,c,T
large,malware,external,na,transportation,c,T
small,error,internal,na,publicadministration,c,T
small,malware,external,emea,education,c,T
large,misuse,internal,na,accommodation,c,T
large,misuse,internal,na,publicadministration,c,T
,error,internal,lac,information,c,T
large,hacking,external,na,manufacturing,c,T
small,hacking,external,na,healthcare,c,T
large,error,internal,na,healthcare,c,T
small,social,external,na,retail,c,T
small,social,external,na,utilities,c,T
large,error,internal,na,otherservices,c,T
small,,external,na,finance,c,T
large,hacking,external,apac,transportation,c,T
small,,external,na,finance,c,T
small,error,internal,apac,information,c,T
small,,external,emea,entertainment,c,T
small,,external,na,healthcare,c,T
large,error,internal,na,otherservices,c,T
,misuse,internal,emea,publicadministration,c,T
small,misuse,internal,na,administrative,c,T
large,error,internal,na,professional,c,T
small,misuse,internal,na,healthcare,c,T
small,hacking,external,na,healthcare,c,T
small,,internal,global,healthcare,c,T
large,misuse,internal,apac,publicadministration,c,T
small,error,internal,apac,healthcare,c,T
small,,external,na,administrative,c,T
small,,external,na,retail,c,T
large,misuse,internal,na,healthcare,c,T
small,hacking,external,apac,healthcare,c,T
small,misuse,internal,na,publicadministration,c,T
small,social,external,na,construction,c,T
small,misuse,internal,na,healthcare,c,T
large,misuse,internal,na,healthcare,c,T
small,error,internal,na,publicadministration,c,T
small,,external,na,finance,c,T
small,hacking,external,emea,information,c,T
large,error,internal,na,information,c,T
small,hacking,external,emea,information,c,T
small,hacking,external,na,healthcare,c,T
large,error,internal,na,finance,c,T
large,misuse,internal,na,healthcare,c,T
small,hacking,external,na,healthcare,c,T
,hacking,external,na,healthcare,c,T
large,hacking,external,emea,professional,c,T
small,error,internal,na,manufacturing,c,T
small,hacking,external,apac,information,c,T
small,,,na,healthcare,c,T
large,error,internal,apac,information,c,T
large,misuse,internal,na,healthcare,c,T
large,,external,na,trade,c,T
large,error,internal,apac,publicadministration,c,T
,error,internal,apac,professional,c,T
small,error,internal,na,otherservices,c,T
large,error,internal,emea,healthcare,c,T
large,error,internal,na,education,c,T
,social,internal,emea,healthcare,c,T
,hacking,external,emea,publicadministration,c,T
,,external,na,healthcare,c,T
large,hacking,external,emea,information,c,T
large,hacking,external,na,healthcare,c,T
small,error,internal,na,retail,c,T
small,hacking,external,na,professional,c,T
,error,internal,emea,education,c,T
,error,internal,emea,publicadministration,c,T
small,error,internal,na,education,c,T
large,hacking,internal,na,education,c,T
large,misuse,internal,na,manufacturing,c,T
large,misuse,internal,apac,retail,c,T
,error,internal,na,finance,c,T
large,error,internal,emea,publicadministration,c,T
large,error,internal,na,publicadministration,c,T
,misuse,internal,na,healthcare,c,T
,error,internal,apac,professional,c,T
small,error,internal,na,manufacturing,c,T
,error,internal,na,healthcare,c,T
,error,partner,na,healthcare,c,T
small,misuse,internal,na,healthcare,c,T
large,misuse,partner,na,professional,c,T
small,hacking,external,na,otherservices,c,T
large,,external,na,healthcare,c,T
large,error,internal,na,retail,c,T
,,external,na,healthcare,c,T
large,error,internal,emea,healthcare,c,T
small,malware,external,na,healthcare,c,T
large,error,internal,emea,information,c,T
large,error,internal,na,entertainment,c,T
small,hacking,external,na,publicadministration,c,T
small,,external,na,finance,c,T
small,error,internal,apac,education,c,T
small,,external,na,finance,c,T
,,external,na,finance,c,T
small,malware,external,na,healthcare,c,T
large,hacking,external,na,information,c,T
small,hacking,external,na,information,c,T
,error,internal,apac,healthcare,c,T
small,malware,external,na,healthcare,c,T
small,hacking,external,na,information,c,T
small,,external,na,retail,c,T
small,error,partner,emea,manufacturing,c,T
large,,external,na,retail,c,T
small,misuse,internal,apac,professional,c,T
,error,internal,emea,information,c,T
small,hacking,external,na,entertainment,c,T
small,malware,external,na,otherservices,c,T
large,error,internal,emea,trade,c,T
large,social,external,na,manufacturing,c,T
,error,internal,emea,publicadministration,c,T
,error,internal,apac,finance,c,T
small,error,internal,na,healthcare,c,T
large,social,external,na,healthcare,c,T
large,error,internal,na,publicadministration,c,T
,misuse,internal,na,healthcare,c,T
,error,internal,na,information,c,T
small,error,internal,na,publicadministration,c,T
small,hacking,external,emea,information,c,T
large,error,internal,lac,manufacturing,c,T
small,error,internal,na,education,c,T
small,malware,external,na,otherservices,c,T
,misuse,internal,global,publicadministration,c,T
large,social,internal,na,manufacturing,c,T
small,hacking,external,na,information,c,T
small,malware,external,na,information,c,T
small,social,external,na,construction,c,T
large,misuse,internal,na,healthcare,c,T
small,,external,na,retail,c,T
small,hacking,external,apac,information,c,T
small,error,internal,na,healthcare,c,T
small,misuse,internal,na,healthcare,c,T
large,misuse,internal,na,information,c,T
small,,external,na,retail,c,T
,hacking,external,na,healthcare,c,T
large,error,internal,na,finance,c,T
large,hacking,external,emea,education,c,T
large,misuse,partner,na,healthcare,c,T
small,,external,na,retail,c,T
small,error,internal,emea,professional,c,T
,error,internal,na,healthcare,c,T
,misuse,internal,na,publicadministration,c,T
,social,internal,na,publicadministration,c,T
small,,external,na,retail,c,T
small,error,internal,emea,education,c,T
large,error,partner,na,information,c,T
large,error,,emea,healthcare,c,T
large,misuse,internal,na,healthcare,c,T
small,misuse,internal,na,healthcare,c,T
large,error,internal,emea,information,c,T
small,,external,na,finance,c,T
large,error,internal,na,publicadministration,c,T
large,error,internal,emea,professional,c,T
small,error,internal,na,education,c,T
,error,internal,na,healthcare,c,T
small,error,internal,apac,finance,c,T
small,social,external,na,healthcare,c,T
large,error,internal,emea,education,c,T
,misuse,internal,na,healthcare,c,T
small,error,internal,na,healthcare,c,T
small,social,external,na,finance,c,T
,malware,external,na,entertainment,c,T
large,error,internal,apac,manufacturing,c,T
small,malware,external,na,healthcare,c,T
large,hacking,external,apac,retail,c,T
large,error,internal,global,manufacturing,c,T
small,misuse,internal,apac,publicadministration,c,T
small,error,internal,emea,information,c,T
small,misuse,internal,na,publicadministration,c,T
small,hacking,external,na,publicadministration,c,T
small,error,internal,na,education,c,T
large,hacking,external,lac,finance,c,T
small,social,external,na,healthcare,c,T
,misuse,internal,na,publicadministration,c,T
small,,external,na,information,c,T
large,error,internal,emea,education,c,T
large,error,internal,na,healthcare,c,T
,error,internal,apac,publicadministration,c,T
small,error,internal,emea,information,c,T
small,error,internal,na,information,c,T
large,hacking,external,na,information,c,T
,hacking,external,global,unknown,c,T
small,error,internal,apac,professional,c,T
small,,external,na,healthcare,c,T
,malware,external,na,information,c,T
small,hacking,external,na,retail,c,T
large,hacking,external,apac,publicadministration,c,T
small,social,external,na,healthcare,c,T
large,hacking,external,lac,publicadministration,c,T
small,hacking,external,apac,transportation,c,T
small,hacking,external,na,information,c,T
large,malware,external,na,retail,c,T
small,hacking,external,na,professional,c,T
small,malware,external,na,information,c,T
small,misuse,internal,apac,unknown,c,T
small,hacking,partner,na,trade,c,T
small,error,internal,na,information,c,T
large,error,internal,na,healthcare,c,T
,misuse,internal,na,finance,c,T
small,hacking,external,na,information,c,T
small,social,external,emea,healthcare,c,T
large,hacking,external,na,manufacturing,c,T
small,malware,external,na,professional,c,T
large,,external,na,healthcare,c,T
large,misuse,internal,emea,finance,c,T
small,hacking,external,na,transportation,c,T
small,,external,na,finance,c,T
small,error,internal,emea,publicadministration,c,T
,error,internal,apac,retail,c,T
small,,external,na,retail,c,T
large,social,external,na,manufacturing,c,T
,social,external,apac,administrative,c,T
large,misuse,internal,emea,finance,c,T
small,misuse,internal,na,professional,c,T
,misuse,internal,na,finance,c,T
small,hacking,external,na,information,c,T
large,misuse,internal,emea,healthcare,c,T
small,error,internal,na,publicadministration,c,T
small,error,internal,na,retail,c,T
small,hacking,external,na,healthcare,c,T
large,error,internal,na,finance,c,T
small,hacking,external,emea,information,c,T
,misuse,internal,na,healthcare,c,T
small,error,internal,na,healthcare,c,T
small,error,internal,na,professional,c,T
,social,external,na,healthcare,c,T
small,hacking,external,emea,entertainment,c,T
small,error,internal,global,information,c,T
small,hacking,external,na,manufacturing,c,T
,hacking,external,lac,publicadministration,c,T
small,social,external,na,education,c,T
,error,internal,na,healthcare,c,T
large,hacking,external,na,professional,c,T
,social,external,na,education,c,T
large,misuse,internal,na,accommodation,c,T
,hacking,external,emea,administrative,c,T
small,error,external,na,information,c,T
large,malware,external,na,professional,c,T
,error,internal,na,professional,c,T
small,malware,external,na,professional,c,T
,misuse,internal,na,publicadministration,c,T
large,hacking,external,emea,administrative,c,T
large,error,internal,emea,education,c,T
large,social,external,na,healthcare,c,T
small,,external,na,publicadministration,c,T
,misuse,internal,na,healthcare,c,T
large,error,partner,emea,professional,c,T
small,hacking,external,na,information,c,T
small,misuse,internal,na,publicadministration,c,T
large,hacking,external,na,professional,c,T
large,hacking,external,na,publicadministration,c,T
small,misuse,internal,emea,publicadministration,c,T
large,error,partner,emea,healthcare,c,T
large,error,internal,na,publicadministration,c,T
large,misuse,internal,na,information,c,T
large,misuse,internal,na,healthcare,c,T
small,malware,external,na,healthcare,c,T
,error,internal,na,healthcare,c,T
large,,external,na,finance,c,T
large,hacking,external,apac,finance,c,T
large,error,external,na,healthcare,c,T
small,hacking,external,emea,transportation,c,T
large,,internal,emea,healthcare,c,T
,,external,na,healthcare,c,T
,misuse,internal,na,retail,c,T
small,social,external,na,healthcare,c,T
large,error,internal,apac,publicadministration,c,T
,,external,emea,healthcare,c,T
small,social,external,na,healthcare,c,T
small,hacking,external,na,information,c,T
large,misuse,internal,na,healthcare,c,T
large,misuse,internal,na,healthcare,c,T
small,social,external,na,healthcare,c,T
,misuse,internal,na,healthcare,c,T
small,,external,na,healthcare,c,T
large,,external,na,finance,c,T
large,,external,na,retail,c,T
large,hacking,external,na,healthcare,c,T
large,hacking,internal,na,publicadministration,c,T
large,error,internal,na,manufacturing,c,T
small,,external,na,finance,c,T
small,error,external,na,otherservices,c,T
large,error,internal,na,information,c,T
small,misuse,internal,na,retail,c,T
large,misuse,internal,na,healthcare,c,T
small,hacking,external,na,information,c,T
small,hacking,external,apac,professional,c,T
large,error,internal,apac,publicadministration,c,T
small,error,internal,na,manufacturing,c,T
,hacking,external,na,information,c,T
small,misuse,internal,na,trade,c,T
small,error,internal,na,healthcare,c,T
large,,,apac,education,c,T
,misuse,internal,na,publicadministration,c,T
small,,external,na,retail,c,T
large,error,internal,na,information,c,T
large,malware,external,na,retail,c,T
,error,partner,na,healthcare,c,T
small,misuse,internal,na,healthcare,c,T
small,social,external,na,education,c,T
small,malware,external,na,professional,c,T
,error,internal,apac,realestate,c,T
,hacking,external,emea,unknown,c,T
small,error,internal,na,entertainment,c,T
,hacking,external,global,unknown,c,T
small,error,internal,na,retail,c,T
large,hacking,external,na,manufacturing,c,T
large,misuse,internal,na,retail,c,T
small,misuse,internal,na,publicadministration,c,T
large,error,internal,lac,information,c,T
large,error,internal,emea,realestate,c,T
small,hacking,external,na,information,c,T
large,misuse,internal,na,information,c,T
small,hacking,external,emea,finance,c,T
,error,partner,global,publicadministration,c,T
small,social,internal,na,publicadministration,c,T
small,misuse,internal,na,manufacturing,c,T
,error,internal,na,education,c,T
large,social,external,emea,publicadministration,c,T
large,error,internal,na,professional,c,T
small,hacking,external,emea,professional,c,T
large,malware,external,emea,healthcare,c,T
small,misuse,internal,na,professional,c,T
,misuse,internal,na,publicadministration,c,T
large,error,internal,na,information,c,T
small,hacking,external,na,entertainment,c,T
large,social,external,emea,education,c,T
small,,external,na,healthcare,c,T
small,error,internal,na,information,c,T
small,,external,na,retail,c,T
large,social,external,na,healthcare,c,T
small,hacking,external,na,education,c,T
large,,external,apac,publicadministration,c,T
,error,internal,apac,healthcare,c,T
,social,external,na,healthcare,c,T
large,error,internal,na,publicadministration,c,T
large,hacking,external,na,healthcare,c,T
large,misuse,internal,na,healthcare,c,T
,social,external,apac,information,c,T
large,error,internal,apac,manufacturing,c,T
large,,external,emea,healthcare,c,T
small,social,external,na,finance,c,T
small,error,internal,na,otherservices,c,T
small,misuse,internal,na,healthcare,c,T
large,error,internal,na,retail,c,T
large,misuse,internal,na,healthcare,c,T
large,malware,external,na,administrative,c,T
small,hacking,external,apac,information,c,T
large,error,internal,na,healthcare,c,T
small,hacking,external,na,retail,c,T
small,,external,na,finance,c,T
small,error,internal,na,healthcare,c,T
large,misuse,internal,emea,healthcare,c,T
,error,internal,apac,information,c,T
small,,external,na,retail,c,T
small,hacking,external,na,professional,c,T
large,hacking,external,global,retail,c,T
small,error,internal,apac,healthcare,c,T
small,social,external,na,healthcare,c,T
large,hacking,external,apac,publicadministration,c,T
small,hacking,external,na,publicadministration,c,T
small,hacking,external,apac,professional,c,T
large,misuse,internal,na,healthcare,c,T
small,,external,na,finance,c,T
large,malware,external,na,otherservices,c,T
large,,external,na,finance,c,T
small,hacking,external,na,healthcare,c,T
small,error,partner,na,healthcare,c,T
large,hacking,external,apac,finance,c,T
small,,external,na,retail,c,T
small,,external,na,finance,c,T
small,hacking,external,na,healthcare,c,T
small,hacking,external,global,otherservices,c,T
large,hacking,external,na,information,c,T
large,error,internal,emea,healthcare,c,T
,social,internal,na,healthcare,c,T
,error,internal,na,publicadministration,c,T
,error,internal,apac,publicadministration,c,T
large,hacking,external,emea,education,c,T
small,error,internal,emea,information,c,T
large,misuse,internal,na,publicadministration,c,T
,error,internal,emea,healthcare,c,T
small,social,external,na,healthcare,c,T
,error,internal,emea,professional,c,T
small,misuse,external,na,professional,c,T
large,hacking,external,na,publicadministration,c,T
,error,internal,apac,unknown,c,T
,error,internal,na,publicadministration,c,T
large,hacking,external,apac,manufacturing,c,T
large,misuse,internal,na,healthcare,c,T
large,,external,na,healthcare,c,T
large,hacking,external,apac,manufacturing,c,T
,error,internal,na,publicadministration,c,T
large,hacking,internal,na,publicadministration,c,T
large,social,external,na,education,c,T
large,error,partner,emea,publicadministration,c,T
small,,external,na,retail,c,T
large,error,partner,na,publicadministration,c,T
small,hacking,external,na,retail,c,T
small,hacking,external,emea,professional,c,T
large,misuse,internal,emea,otherservices,c,T
,error,internal,lac,entertainment,c,T
,,internal,na,healthcare,c,T
large,error,internal,lac,finance,c,T
small,error,internal,emea,education,c,T
large,error,internal,apac,retail,c,T
small,hacking,external,emea,entertainment,c,T
small,social,external,na,healthcare,c,T
small,error,internal,na,publicadministration,c,T
large,malware,external,na,healthcare,c,T
,malware,external,na,entertainment,c,T
small,error,internal,na,manufacturing,c,T
large,,external,na,healthcare,c,T
small,,external,apac,retail,c,T
,hacking,external,na,professional,c,T
small,misuse,internal,na,retail,c,T
small,error,internal,emea,healthcare,c,T
small,social,external,na,healthcare,c,T
small,error,internal,na,professional,c,T
small,error,internal,na,retail,c,T
large,error,internal,na,publicadministration,c,T
small,hacking,external,na,healthcare,c,T
,hacking,external,na,healthcare,c,T
large,social,external,na,publicadministration,c,T
large,hacking,external,na,healthcare,c,T
large,malware,external,apac,finance,c,T
small,misuse,internal,emea,publicadministration,c,T
small,hacking,external,emea,finance,c,T
large,error,internal,emea,publicadministration,c,T
small,misuse,internal,na,otherservices,c,T
,misuse,internal,na,education,c,T
small,,external,na,finance,c,T
large,,external,emea,publicadministration,c,T
small,error,internal,na,manufacturing,c,T
large,error,internal,apac,information,c,T
small,error,internal,apac,education,c,T
small,misuse,internal,na,healthcare,c,T
small,error,internal,na,healthcare,c,T
small,misuse,internal,na,accommodation,c,T
small,misuse,internal,na,healthcare,c,T
,error,internal,na,publicadministration,c,T
small,,external,emea,publicadministration,c,T
,error,internal,emea,publicadministration,c,T
,misuse,internal,na,healthcare,c,T
large,hacking,external,emea,finance,c,T
large,hacking,external,na,finance,c,T
small,social,external,na,education,c,T
small,error,internal,na,otherservices,c,T
small,,external,na,finance,c,T
small,error,internal,na,healthcare,c,T
,hacking,external,na,professional,c,T
small,error,internal,na,publicadministration,c,T
large,error,partner,na,healthcare,c,T
large,misuse,internal,na,healthcare,c,T
small,hacking,external,emea,healthcare,c,T
large,misuse,internal,na,information,c,T
small,misuse,internal,apac,healthcare,c,T
small,error,external,na,healthcare,c,F
large,misuse,external,lac,manufacturing,i,F
large,hacking,internal,lac,finance,a,F
small,social,partner,lac,manufacturing,i,F
small,social,external,lac,realestate,a,F
large,hacking,partner,lac,healthcare,c,F
large,social,partner,emea,accommodation,i,F
large,error,partner,lac,otherservices,c,F
large,misuse,internal,apac,agriculture,c,F
small,misuse,internal,apac,entertainment,i,F
large,hacking,internal,emea,agriculture,i,F
small,social,internal,na,manufacturing,i,F
small,hacking,internal,apac,education,i,F
large,social,external,lac,healthcare,a,F
large,error,external,na,entertainment,c,F
small,misuse,partner,lac,publicadministration,i,F
small,misuse,internal,lac,publicadministration,a,F
small,malware,internal,emea,finance,i,F
large,error,internal,lac,entertainment,c,F
small,malware,external,lac,utilities,i,F
small,error,partner,lac,finance,c,F
small,hacking,partner,lac,transportation,a,F
large,social,external,emea,agriculture,a,F
small,malware,external,emea,publicadministration,a,F
small,error,external,na,otherservices,a,F
large,hacking,external,na,finance,c,F
large,error,external,emea,education,a,F
small,social,partner,apac,utilities,a,F
large,hacking,external,lac,management,i,F
small,error,external,apac,trade,a,F
small,misuse,internal,emea,trade,a,F
small,social,internal,apac,information,a,F
large,malware,partner,emea,transportation,c,F
small,malware,external,apac,otherservices,i,F
large,malware,external,apac,manufacturing,a,F
small,malware,partner,apac,retail,i,F
small,error,partner,emea,miningandutilities,c,F
large,social,partner,lac,miningandutilities,a,F
small,error,partner,lac,trade,a,F
small,misuse,external,lac,trade,c,F
small,hacking,internal,na,construction,i,F
large,social,external,lac,transportation,a,F
small,error,internal,lac,professional,a,F
large,malware,partner,na,healthcare,a,F
large,malware,partner,na,finance,c,F
large,malware,internal,na,management,c,F
large,misuse,external,na,otherservices,c,F
small,malware,internal,emea,realestate,c,F
small,social,partner,apac,education,c,F
small,hacking,partner,na,retail,i,F
small,hacking,external,apac,trade,i,F
large,social,external,apac,retail,i,F
small,error,internal,na,retail,i,F
large,hacking,partner,lac,miningandutilities,c,F
large,hacking,partner,na,otherservices,c,F
large,hacking,partner,na,construction,a,F
large,malware,partner,lac,utilities,c,F
small,malware,partner,na,accommodation,i,F
small,misuse,external,emea,agriculture,a,F
large,malware,internal,emea,information,i,F
small,hacking,external,apac,administrative,c,F
large,malware,external,na,finance,i,F
large,error,partner,na,healthcare,a,F
small,social,partner,apac,agriculture,i,F
large,misuse,partner,apac,transportation,i,F
large,misuse,partner,na,professional,c,F
large,malware,internal,emea,education,c,F
large,error,external,lac,utilities,i,F
large,error,partner,lac,publicadministration,a,F
small,malware,internal,apac,entertainment,i,F
large,error,partner,na,utilities,a,F
small,misuse,external,emea,information,a,F
small,social,internal,na,professional,c,F
large,malware,internal,apac,otherservices,a,F
small,malware,partner,na,manufacturing,i,F
large,malware,partner,apac,professional,a,F
small,malware,internal,na,retail,a,F
small,misuse,internal,lac,publicadministration,c,F
small,hacking,internal,apac,construction,a,F
large,social,partner,na,information,i,F
large,error,external,na,construction,c,F
large,misuse,internal,lac,entertainment,i,F
small,hacking,internal,emea,miningandutilities,i,F
large,misuse,external,apac,information,a,F
small,hacking,external,lac,manufacturing,a,F
small,error,internal,na,finance,a,F
large,hacking,partner,apac,professional,a,F
large,social,external,emea,transportation,a,F
small,hacking,internal,apac,otherservices,i,F
small,error,internal,apac,manufacturing,a,F
small,error,internal,na,otherservices,c,F
small,malware,partner,lac,trade,c,F
large,error,partner,apac,utilities,c,F
large,hacking,external,lac,utilities,c,F
small,hacking,external,apac,transportation,c,F
small,hacking,internal,emea,information,i,F
large,misuse,internal,emea,information,i,F
small,misuse,external,emea,otherservices,a,F
large,misuse,internal,apac,entertainment,i,F
large,error,external,na,construction,i,F
small,error,partner,apac,retail,c,F
large,malware,internal,na,agriculture,i,F
large,error,partner,emea,administrative,c,F
small,malware,internal,apac,agriculture,c,F
large,malware,external,lac,administrative,a,F
large,misuse,partner,emea,construction,c,F
small,malware,internal,na,retail,i,F
large,misuse,partner,na,entertainment,i,F
small,error,internal,na,education,i,F
large,hacking,partner,apac,trade,c,F
large,social,partner,emea,trade,i,F
small,hacking,internal,na,miningandutilities,i,F
large,error,external,na,otherservices,c,F
small,misuse,external,na,information,i,F
large,misuse,internal,na,finance,i,F
small,hacking,internal,lac,entertainment,c,F
large,hacking,external,na,management,a,F
large,malware,internal,emea,miningandutilities,a,F
large,error,internal,apac,accommodation,a,F
large,error,external,apac,professional,c,F
small,malware,internal,na,miningandutilities,c,F
small,misuse,partner,na,education,c,F
large,malware,external,apac,healthcare,a,F
small,social,internal,lac,utilities,a,F
small,hacking,external,na,information,c,F
small,hacking,internal,na,accommodation,c,F
large,error,internal,emea,trade,i,F
large,hacking,internal,na,publicadministration,i,F
large,hacking,partner,apac,healthcare,i,F
large,malware,external,emea,construction,c,F
large,malware,partner,apac,construction,i,F
large,social,partner,lac,otherservices,c,F
large,error,partner,apac,manufacturing,a,F
large,misuse,external,emea,administrative,i,F
small,social,internal,apac,utilities,a,F
small,malware,internal,apac,construction,a,F
large,error,internal,na,entertainment,i,F
large,malware,partner,apac,utilities,c,F
small,social,external,lac,construction,a,F
small,error,external,lac,retail,i,F
large,social,internal,emea,agriculture,a,F
small,hacking,internal,lac,utilities,i,F
large,hacking,partner,na,construction,i,F
large,error,partner,apac,information,c,F
large,social,external,emea,management,a,F
small,social,external,lac,retail,a,F
small,social,external,apac,manufacturing,a,F
small,error,internal,emea,accommodation,i,F
large,misuse,external,apac,management,i,F
small,social,external,emea,education,i,F
large,error,internal,na,accommodation,a,F
small,error,partner,emea,utilities,a,F
large,hacking,internal,apac,professional,a,F
small,misuse,external,apac,accommodation,c,F
large,error,external,apac,accommodation,a,F
large,error,partner,emea,education,c,F
small,malware,partner,lac,manufacturing,a,F
small,misuse,partner,lac,trade,a,F
large,misuse,external,apac,miningandutilities,a,F
small,malware,external,na,professional,i,F
large,malware,external,na,trade,c,F
large,hacking,partner,emea,finance,a,F
small,social,partner,emea,retail,a,F
small,hacking,external,emea,administrative,a,F
small,error,external,na,transportation,a,F
large,misuse,external,na,information,a,F
large,social,internal,lac,utilities,c,F
large,hacking,internal,apac,manufacturing,i,F
large,misuse,partner,na,administrative,c,F
large,hacking,external,emea,realestate,a,F
small,hacking,partner,apac,management,c,F
large,misuse,internal,emea,finance,c,F
large,malware,external,emea,management,a,F
large,malware,external,apac,information,a,F
large,hacking,partner,lac,trade,a,F
small,misuse,internal,na,construction,a,F
small,misuse,internal,lac,agriculture,c,F
large,hacking,internal,na,professional,c,F
large,error,external,na,realestate,i,F
small,social,partner,na,information,c,F
large,misuse,external,apac,finance,a,F
small,error,internal,apac,miningandutilities,i,F
large,social,internal,emea,education,c,F
small,hacking,internal,emea,agriculture,i,F
large,hacking,internal,emea,entertainment,c,F
large,error,external,lac,accommodation,c,F
large,hacking,internal,lac,education,a,F
large,malware,external,apac,transportation,i,F
large,malware,external,emea,education,a,F
large,malware,internal,lac,education,i,F
large,misuse,partner,apac,professional,i,F
small,error,internal,lac,publicadministration,c,F
small,hacking,partner,na,finance,i,F
small,social,partner,emea,publicadministration,i,F
small,hacking,internal,emea,utilities,c,F
small,hacking,external,apac,realestate,c,F
large,error,partner,na,entertainment,c,F
small,misuse,internal,apac,miningandutilities,a,F
small,malware,external,na,management,i,F
small,error,internal,emea,construction,i,F
large,malware,partner,na,trade,c,F
large,error,internal,na,realestate,a,F
small,misuse,internal,emea,healthcare,a,F
large,social,internal,emea,transportation,c,F
large,error,partner,na,otherservices,i,F
small,hacking,internal,emea,realestate,i,F
small,hacking,partner,emea,realestate,i,F
large,malware,internal,emea,administrative,c,F
large,malware,partner,lac,construction,c,F
large,social,partner,apac,trade,i,F
small,malware,external,na,transportation,a,F
large,misuse,internal,apac,finance,i,F
small,social,internal,apac,administrative,a,F
small,hacking,external,lac,education,a,F
large,social,internal,lac,publicadministration,a,F
large,error,internal,lac,education,a,F
small,malware,internal,emea,publicadministration,c,F
large,error,internal,apac,publicadministration,a,F
small,misuse,external,apac,finance,c,F
small,social,internal,na,information,a,F
small,misuse,external,emea,trade,c,F
large,misuse,internal,apac,construction,c,F
large,misuse,partner,emea,management,i,F
large,malware,internal,emea,healthcare,c,F
